,originalTitle,director,startYear,runtimeMinutes,genre1,genre2,genre3,overview,popularity,ID
1663,Chambre 212,Christophe Honoré,2019,86,Comédie,,,"Après 20 ans de mariage, Maria décide de quitter son mari. Elle emménage dans la chambre 212 de l’hôtel d’en face, avec une vue plongeante sur son appartement, son mari et la vie qu’elle partage avec lui. Alors qu’elle se demande si elle a pris la bonne décision, de nombreuses personnes dans sa vie donnent leur avis sur le sujet. Ils ont l'intention de lui faire savoir, que cela lui plaise ou non, lors de ce qui s'avérera être une soirée qui changera sa vie.",18.445,https://m.media-amazon.com/images/M/MV5BYTJmYmIyZTctZWZhYS00MTM2LWI5M2MtZmViZjUyM2U4NGJiXkEyXkFqcGdeQXVyMTA4NjE0NjEy._V1_.jpg
1664,Miss,Ruben Alves,2020,107,Comédie,Drame,,Un jeune homme en quête de son identité sexuelle décide de participer au concours de beauté Miss France.,5.732,https://m.media-amazon.com/images/M/MV5BZmIyMTI1M2UtNGNiNC00NGY2LWE0OWQtNGVhYThhNjljOWFmXkEyXkFqcGdeQXVyMTc0MzQ0Nzc@._V1_.jpg
1665,Le sel des larmes,Philippe Garrel,2020,100,Drame,Romance,,"Luc se rend pour la première fois à Paris pour passer le concours d'entrée dans une école de menuiserie. Il y rencontre Djemila, une jeune ouvrière avec qui il entretient une courte idylle, avant de retourner dans sa ville natale et d'entamer une relation avec Geneviève, qu'il connaît depuis l'enfance. Pris entre deux passions, Luc s'enfuit, résolu à réaliser les rêves de son père en se consacrant à son avenir... jusqu'à ce qu'enfin il fasse l'expérience du véritable amour.",2.699,https://m.media-amazon.com/images/M/MV5BMjQ0YjQ2ODktODRkOC00MjFkLTkyYWQtMjM0MGZiODBjNzkwXkEyXkFqcGdeQXVyMTQ5Mzc5MDU@._V1_.jpg
1666,Premier de la classe,Stéphane Ben Lahcene,2019,82,Comédie,,,(),3.688,https://m.media-amazon.com/images/M/MV5BNmFhZDhkY2EtYmMwOC00MGM0LThmZmMtZmE4MzU2MzIxYzUyXkEyXkFqcGdeQXVyODIyOTEyMzY@._V1_.jpg
1667,Tout nous sourit,Mélissa Drigeard,2020,101,Comédie,,,"Les membres d'un couple apparemment heureux, chacun avec leurs amants respectifs, ont la même idée : passer le week-end dans leur maison de vacances. Se retrouver là-bas n'est que le début d'un week-end gênant et hilarant.",2.68,https://m.media-amazon.com/images/M/MV5BNTYzNDllZDAtNDEyOS00MzM2LWFlM2ItYTMwOTg2YTI3ZTNhXkEyXkFqcGdeQXVyNDM1ODc2NzE@._V1_.jpg
1668,Mon chien Stupide,Yvan Attal,2019,106,Comédie,Drame,,"Henri est un écrivain d'âge moyen à l'inspiration déclinante qui n'a rien publié de digne de mention depuis des années. Se sentant de plus en plus incompris par sa femme et ses quatre enfants adultes mauvais payeurs, il rêve de s'enfuir pour recommencer. Mais lorsqu’il découvre dans son jardin un chien peu attrayant et mal élevé, il décide de l’adopter et tous deux développent une amitié inattendue qui bouleverse inévitablement la famille et les voisins d’Henri.",6.979,https://m.media-amazon.com/images/M/MV5BNTFhNDlhZmItMDlkMS00MDc3LWE0OTEtMmJhNWJjYTJjMzI5XkEyXkFqcGdeQXVyODQyNDU4OTk@._V1_.jpg
1669,Home,Yann Arthus-Bertrand,2009,118,Documentaire,Famille,,"En 200 000 ans d’existence, l’homme a bouleversé l’équilibre sur lequel vivait la Terre depuis 4 milliards d’années. Réchauffement climatique, épuisement des ressources, extinction d’espèces : l’homme a mis sa propre maison en danger. Mais il est trop tard pour être pessimiste : il reste à peine dix ans à l'humanité pour inverser la tendance, prendre conscience de son exploitation excessive des richesses de la Terre et changer son mode de consommation.",11.598,https://m.media-amazon.com/images/M/MV5BMTEwNWE3MWEtNTMxMS00YmMyLWExZDQtZGFmNWZkODkwNGZlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg
1670,Bigger Than Us,Flore Vasseur,2021,95,Documentaire,,,"Depuis six ans, Melati, 18 ans, lutte contre la pollution plastique qui ravage son pays, l'Indonésie. Comme elle, une génération se lève pour réparer le monde. Partout, des adolescents et des jeunes adultes se battent pour les droits humains, le climat, la liberté d'expression, la justice sociale, l'accès à l'éducation ou à l'alimentation. Dignité. Seuls contre vents et marées, au péril parfois de leur vie et de leur sécurité, ils protègent, dénoncent et prennent soin des autres. La terre. Et ils changent tout. Melati part à leur rencontre à travers le monde. À l’heure où tout semble ou s’écroule, ces jeunes nous montrent comment vivre. Et ce que signifie être dans le monde aujourd’hui.",2.686,https://m.media-amazon.com/images/M/MV5BYjVmY2E5MjgtZTRmYi00M2U3LWE3YWQtNzdiODljMmU3MzVjXkEyXkFqcGdeQXVyMTI0MjI0NTc0._V1_.jpg
1671,Un coup de maître,Rémi Bezançon,2023,95,Comédie,,,"Prêts à tout risquer, un marchand d'art sans scrupules et son peintre et ami de longue date, socialement maladroit, élaborent un plan extrême et ridicule pour se sauver.",2.005,https://m.media-amazon.com/images/M/MV5BMGE3MzlhZGYtMDJlMC00MWI2LTgwOTktNmExYTZjNjhhMmYxXkEyXkFqcGdeQXVyMDA5MDg4Nw@@._V1_.jpg
1672,La femme de mon frère,Monia Chokri,2019,117,Comédie,Drame,,"Sophia, brillante doctorante, a toujours entretenu une relation symbiotique avec son frère Karim. L’arrivée d’un nouvel amant dans la vie de Karim modifie considérablement leur dynamique.",5.552,https://m.media-amazon.com/images/M/MV5BZmNmMzhlZWMtOGUyNS00N2ZjLTliNjktMTRhYTM0MWEzNTIyXkEyXkFqcGdeQXVyODIyOTEyMzY@._V1_.jpg
1673,Yves,Benoît Forgeard,2019,107,Comédie,Science-fiction,,"Jérém décide de s'installer chez sa grand-mère pour composer son premier album. Il y rencontre So, un mystérieux enquêteur travaillant pour le compte de la startup Digital Cool. Elle persuadera Jérém d'essayer Yves, un nouveau type de réfrigérateur intelligent doté d'une IA.",5.901,https://m.media-amazon.com/images/M/MV5BMjY5YzQ5YTMtYzVlNi00MzY5LWE0NDYtNzIxNmJmY2E1MWFlXkEyXkFqcGdeQXVyNzAyNTgyNjU@._V1_.jpg
1674,Eugénie Grandet,Marc Dugain,2021,103,Drame,,,"Félix Grandet règne en maître dans sa modeste maison de Saumur où son épouse et sa fille Eugénie mènent une existence sans distraction. Extrêmement avare, il ne voit pas d'un bon oeil les belles soirées qui se précipitent pour demander la main de sa fille. Rien ne doit endommager la fortune colossale qu’il cache à tout le monde. L'arrivée soudaine du neveu de Grandet, un dandy parisien orphelin et ruiné, bouleverse la vie de la jeune fille.",3.063,https://m.media-amazon.com/images/M/MV5BNzZiNjhiM2EtMjI5Yi00NzJjLWI4MzktMmZmMjkxNzk3NTE1XkEyXkFqcGdeQXVyNTMwNzY2MzM@._V1_.jpg
1675,Adieu les cons,Albert Dupontel,2020,87,Comédie,Drame,,"Lorsque Suze Trappet, coiffeuse de 43 ans, découvre qu'elle est gravement malade, elle décide de partir à la recherche d'un enfant qu'elle a été obligée d'abandonner alors qu'elle n'avait que 15 ans. Dans sa folle quête bureaucratique, elle croise la route de JB, un homme de 50 ans. -un vieil homme en plein burn-out, et M. Blin, un archiviste aveugle enclin aux excès d'enthousiasme. Le trio improbable se lance dans un voyage hilarant et poignant à travers la ville à la recherche de l'enfant perdu depuis longtemps de Suze.",8.614,https://m.media-amazon.com/images/M/MV5BMjRjY2JkYWMtNDA4Yy00OThlLWIxZmEtNzNmYmJlMzdiZWMyXkEyXkFqcGdeQXVyMzA4MDA0Mjc@._V1_.jpg
1676,Atlantique,Mati Diop,2019,106,Drame,Fantaisie,Mystère,"Destinée à épouser un homme riche, la jeune Ada est écrasée lorsque son véritable amour disparaît en mer lors d'une tentative de migration – jusqu'à ce qu'un miracle les réunisse.",8.293,https://m.media-amazon.com/images/M/MV5BYzk5Nzk3ODctN2QwMy00ODAxLTg4YWItMzI1N2Q3NWFjZmNhXkEyXkFqcGdeQXVyODIyOTEyMzY@._V1_.jpg
1677,Les misérables,Ladj Ly,2019,104,Crime,Drame,Thriller,"Inspiré par les émeutes de 2005 à Paris, Stéphane, récemment transplanté dans la banlieue pauvre de Montfermeil, rejoint l'équipe anticriminalité locale. Aux côtés de ses collègues sans scrupules Chris et Gwada, Stéphane lutte pour maintenir l'ordre au milieu des tensions croissantes entre les gangs locaux. Lorsqu'une arrestation devient d'une violence inattendue, les trois policiers doivent tenir compte des conséquences et empêcher le quartier de devenir incontrôlable.",11.007,https://m.media-amazon.com/images/M/MV5BZDUxMDMzMDItOTAzNS00ODNiLWJlYmEtZTllMzYyMDkwNjViXkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_.jpg
1678,Liberté,Albert Serra,2019,138,Drame,Histoire,,"1774, peu avant la Révolution française, quelque part entre Potsdam et Berlin. Madame de Dumeval, le duc de Tesis et le duc de Wand, libertins chassés de la cour puritaine de Louis XVI, cherchent le soutien du légendaire duc de Walchen, séducteur et libre penseur allemand, solitaire dans un pays où règnent l'hypocrisie et les fausses vertus. Leur mission est d'exporter le libertinage, une philosophie des lumières fondée sur le rejet des frontières morales et des autorités, mais surtout de trouver un lieu sûr pour poursuivre leurs jeux errants, où la quête du plaisir n'obéit plus à d'autres lois que celles dictées par des désirs inassouvis. .",3.749,https://m.media-amazon.com/images/M/MV5BYTMxOGNhNTAtNWNjYy00YTA5LTkwODMtNDdkNjFjNGI2YjdiXkEyXkFqcGdeQXVyMTg5MDEyNw@@._V1_.jpg
1679,Trois jours et une vie,Nicolas Boukhrief,2019,120,Crime,Drame,Thriller,"Noël 1999, dans un petit village paisible des Ardennes. La vie d'un jeune garçon prénommé Antoine va bientôt être dévastée par trois événements tragiques : la mort d'un chien, la disparition d'un enfant et une grosse tempête dévastatrice.",14.935,https://m.media-amazon.com/images/M/MV5BNDk2N2E1OWEtNjI2ZS00ODNmLTg1NzMtYzVhZjAyYWQzNjRiXkEyXkFqcGdeQXVyMzA4MDA0Mjc@._V1_.jpg
1680,Donne-moi des ailes,Nicolas Vanier,2019,113,Aventure,Drame,Famille,"Christian, scientifique visionnaire, étudie les oies sauvages. Pour son fils, adolescent obsédé par les jeux vidéo, l'idée de passer des vacances avec son père en pleine nature relève du cauchemar. Pourtant, père et fils vont se retrouver autour d'un projet fou : sauver une espèce menacée, grâce à l'ULM de Christian ! Commence alors un voyage incroyable et périlleux...",7.184,https://m.media-amazon.com/images/M/MV5BOGI4OWU3MWYtODM5Ny00ZWEzLWI4YmItYWExZmJiM2MyODk5XkEyXkFqcGdeQXVyMjU3Nzg4MDk@._V1_.jpg
1681,Copie conforme,Abbas Kiarostami,2010,106,Drame,Romance,,"En Toscane pour promouvoir son dernier livre, un écrivain anglais d'âge moyen rencontre une française qui le conduit au village de Lucignano.",11.146,https://m.media-amazon.com/images/M/MV5BZjlkODU0ODgtMGNjNS00MTQ2LTg0ZGQtNzFiM2I4OGM0YWVjXkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_.jpg
1682,Bébé(s),Thomas Balmès,2010,79,Documentaire,,,"Bébés, également connu sous le nom de Bébé(s) et Bébé(s), est un film documentaire français de Thomas Balmès réalisé en 2009 qui suit quatre nourrissons de la naissance à l'âge d'un an. Les bébés présentés dans le film sont deux issus de zones rurales : Ponijao d'Opuwo, en Namibie, et Bayar de Bayanchandmani, en Mongolie, ainsi que deux de zones urbaines : Mari de Tokyo, au Japon, et Hattie de San Francisco, aux États-Unis.",6.168,https://m.media-amazon.com/images/M/MV5BMTMwMDE0NzMxNV5BMl5BanBnXkFtZTcwNzEyNzU3Mw@@._V1_.jpg
1683,Tu mérites un amour,Hafsia Herzi,2019,102,Comédie,Drame,Romance,"Lila vient de rompre avec son petit ami infidèle et est déçue, frustrée et blessée. En quête d'amour et d'intimité, elle s'engage dans une série de relations à court terme, tandis que ses amis lui donnent de mauvais conseils et que son ex tente de la reconquérir.",4.342,https://m.media-amazon.com/images/M/MV5BZGE3ZWNjYTktMmMzOS00Y2MwLTgyNmEtZWQ4MGY5NDg1MzFkXkEyXkFqcGdeQXVyODA1MzEyOTc@._V1_.jpg
1684,Vif-argent,Stéphane Batut,2019,104,Drame,Fantaisie,Romance,"Juste erre dans les rues de Paris à la recherche de personnes que lui seul peut voir. Il recueille leur dernier souvenir avant de les aider dans l'au-delà. Un jour Agathe, une jeune femme, le reconnaît. Elle appartient à sa vie antérieure. Elle est vivante et c'est un fantôme. Comment vont-ils parvenir à s’aimer et à saisir cette seconde chance ?",2.149,https://m.media-amazon.com/images/M/MV5BMzk5ODdkNDUtNGM0NS00ZGYyLThkMmItNWRhMTI3MjQxZTAzXkEyXkFqcGdeQXVyODIyOTEyMzY@._V1_.jpg
1685,Perdrix,Erwan Le Duc,2019,99,Comédie,Drame,Romance,"Pierre Perdrix mène une existence enchantée mais agitée depuis que l'énigmatique Juliette Webb a fait irruption dans sa vie. un inconnu qui a atterri dans le monde unique de sa famille comme une météorite, et qui, par sa seule présence, forcera ce microcosme soudé à redéfinir ses frontières et enfin à commencer à vivre pleinement sa vie.",6.882,https://m.media-amazon.com/images/M/MV5BNGE3NTFmZjMtMDI1My00ZmMyLWIyZTYtNWZlM2MyYjAxNDY4XkEyXkFqcGdeQXVyODIyOTEyMzY@._V1_.jpg
1686,Les blagues de Toto,Pascal Bourdiaux,2020,84,Comédie,Famille,,"Retour à l'école! Pour le fauteur de troubles Toto, c’est le meilleur terrain de jeu pour s’amuser. Lorsqu'une sculpture s'effondre lors de l'ouverture d'un musée, Toto est immédiatement blâmé. Pour prouver son innocence, Toto n'a d'autre choix que de conclure un pacte avec Igor, le nerd de l'école. En échange de son aide, Toto aidera Igor à rester cool. Le duo improbable se transforme en petits détectives. Une aventure amusante et passionnante commence…",3.014,https://m.media-amazon.com/images/M/MV5BNGI2NWQ1YmYtNGNiMC00N2E3LThjYTYtMzExZDcyZGQ2NTUxXkEyXkFqcGdeQXVyMTAwMzM3NDI3._V1_.jpg
1687,Coco Chanel & Igor Stravinsky,Jan Kounen,2009,119,Drame,Musique,Romance,"Paris 1913. Coco Chanel est amoureuse du riche et beau Boy Capel, mais elle est aussi attirée par son travail. Le Sacre du printemps d'Igor Stravinsky est sur le point d'être joué. Les dissonances révolutionnaires du travail d'Igor sont parallèles aux idées radicales de Coco. Elle veut démocratiser la mode féminine ; il veut redéfinir le goût musical. Coco assiste à la première représentation scandaleuse de The Rite dans une robe blanche chic. La musique et le ballet sont critiqués comme étant trop modernes, trop étrangers. Coco est émue mais Igor est inconsolable.",7.629,https://m.media-amazon.com/images/M/MV5BMTYxMjQ1MTcwMV5BMl5BanBnXkFtZTcwMjQ3MjQ4Mw@@._V1_.jpg
1688,Cartouches gauloises,Mehdi Charef,2007,92,Drame,,,Deux amis d'enfance passent un printemps ensemble avant la guerre d'indépendance algérienne de l'été.,1.022,https://m.media-amazon.com/images/M/MV5BMTk5OTU3MDQ5MV5BMl5BanBnXkFtZTcwNjg4NTMwMw@@._V1_.jpg
1689,After Blue (Paradis sale),Bertrand Mandico,2021,129,Fantaisie,Science-fiction,,"Sur After Blue, planète vierge où seules les femmes peuvent survivre au milieu d'une faune et d'une flore inoffensives, une coiffeuse et sa fille adolescente traquent un tueur notoire.",2.874,https://m.media-amazon.com/images/M/MV5BOGI5NzE0MDMtZDI0MC00MDllLThkZDUtZWU3ZDE1NzU0MzI4XkEyXkFqcGdeQXVyMTMwNjQxNDU1._V1_.jpg
1690,"Ce soir, je dors chez toi",Olivier Baroux,2007,84,Comédie,Romance,,"Alex et Laetitia semblent former le couple parfait. Mais, même s’il aime sa magnifique chérie qui aime s’amuser, Alex n’est pas encore prêt à ce qu’elle emménage avec lui. Laetitia a d’autres idées. Elle a déjà fait ses valises et fait savoir à Alex qu'elle va s'installer dans son appartement d'ici quelques heures. Pour Alex, c'est son pire cauchemar devenu réalité. En désespoir de cause, il persuade son meilleur ami de simuler une crise de dépression pour qu'il puisse emménager avec lui...",4.213,https://m.media-amazon.com/images/M/MV5BOTI2MTI0NDk3N15BMl5BanBnXkFtZTcwNTg2ODc4Mw@@._V1_.jpg
1691,Enfin veuve,Isabelle Mergault,2007,93,Comédie,Drame,Romance,"Anne-Marie mène une vie facile avec Gilbert, un riche chirurgien plasticien : une belle maison, un chien, une femme de ménage, des meubles chers, tout. Pas si facile en fait quand elle y réfléchit à deux fois. Elle ne s'entend plus avec son mari. Elle l'énerve et il ne l'attire plus. Elle ne se sent bien que lorsqu'elle fait du jogging sur la plage et... lorsqu'elle est dans les bras de son amant, Léo. Un jour, Gilbert se tue dans un accident de voiture. Bonne nouvelle, puisqu'elle va pouvoir vivre avec Léo. Le problème, c'est que sa famille bien intentionnée s'installe dans sa villa en vue de soutenir moralement la « pauvre veuve ». Anne-Marie ne peut tout simplement pas admettre qu'elle n'est pas du tout angoissée, notamment envers son fils Christophe. Elle est aujourd'hui encore plus prisonnière que du vivant de Gilbert...",5.21,https://m.media-amazon.com/images/M/MV5BMTkzODgxMTk1MF5BMl5BanBnXkFtZTgwMjE5Mzc5NTE@._V1_.jpg
1692,10 jours sans maman,Ludovic Bernard,2020,104,Comédie,Famille,,"Antoine est le responsable RH d'une grande entreprise. Gérer les gens, c'est son truc, alors quand sa femme débordée décide soudain de partir en vacances et de lui laisser la responsabilité de la maison et de leurs quatre enfants, il sait que ce sera du gâteau pour lui. Mais Antoine a drastiquement sous-estimé le désordre que peuvent causer quatre enfants espiègles...",7.75,https://m.media-amazon.com/images/M/MV5BN2ViOGFiODAtNTFmNy00YTZmLTg1NjUtZGI5NmM2ODQ2M2E2XkEyXkFqcGdeQXVyODIyOTEyMzY@._V1_.jpg
1693,Lvx Æterna,Gaspar Noé,2019,51,Drame,Thriller,,"Deux actrices, Béatrice Dalle et Charlotte Gainsbourg, sont sur un plateau de tournage et racontent des histoires de sorcières.",8.072,https://m.media-amazon.com/images/M/MV5BM2IyZDU1MWMtNGEzZi00ZDc5LWJkOGYtMTQ1ZDcyYjdiYTYzXkEyXkFqcGdeQXVyMTE0MTU2MzIw._V1_.jpg
1694,Le petit Nicolas: Qu'est-ce qu'on attend pour être heureux?,,2022,82,Animation,Comédie,Famille,"Quelque part entre Montmartre et Saint-Germain-des-Prés, Jean-Jacques Sempé et René Goscinny se penchent sur une grande feuille de papier blanche et donnent vie à un garçon espiègle et attachant, le Petit Nicolas. Entre jeux et bagarres dans la cour d'école, farces en colonies de vacances et camaraderie, Nicolas vit une enfance joyeuse et enrichissante.",4.291,https://m.media-amazon.com/images/M/MV5BY2FlMDIxOTktMjM5Ni00ZTAwLWJkMmMtZDM0YjUzZjJmMjA4XkEyXkFqcGdeQXVyNjg1NzEwMDE@._V1_.jpg
1695,La ligne brisée,Louis Choquette,2008,101,Drame,,,(),1.293,https://m.media-amazon.com/images/M/MV5BODU4ZTA2NWEtYjk3Ny00OGJlLWFmNzAtMzczMTBkYTQ2ZmRjXkEyXkFqcGdeQXVyNTA1NDY3NzY@._V1_.jpg
1696,Terminal Sud,Rabah Ameur-Zaïmeche,2019,96,Drame,Thriller,,"Dans un pays méditerranéen plongé dans un conflit armé, un médecin tente de faire son devoir contre vents et marées, jusqu'au jour où son destin bascule...",2.211,https://m.media-amazon.com/images/M/MV5BNGMzMzc1MmYtOTg0Ny00ZDkyLTliZDQtYmRjODc5NzM1ZTRmXkEyXkFqcGdeQXVyODkzMzQ3OA@@._V1_.jpg
